Symbol|Name|Date|mkt_val|rbics_econn|rbics_econ|rbics_sectn|rbics_sect|rbics_subsectn|rbics_subsect|rbics_indgrpn|rbics_indgrp|rbics_indn|rbics_ind|rbics_subindn|rbics_subind|msci_esg_env|msci_esg_gov|msci_esg_social|sales_total|sales_ps|sales_growth|MSCI ESG Ovr Score|MSCI ESG Ovr Score
JEC|Jacobs Engineering Group Inc.|12/31/2007|11590.97937753|40|Industrials|4015|Industrial Services|401525|Facilities and Construction Services|40152510|Infrastructure Construction/Contracting Services|4015251025|Diverse Construction and Engineering Services|401525102510|Diverse Construction and Engineering Services|2.60999989509583|4.30999994277954|3.24000000953674|8927.279|69.3303388804346|15.0968371598903|2.14000010490417|B
JHG|Janus Henderson Group PLC|12/31/2007|NA|30|Finance|3020|Investment Services|302010|Investment Services|30201010|Asset Management and Financial Advisory Services|3020101025|Institutional and High-Net Advisory Services|302010102510|Diverse Institutional/High-Net Advisory Finance|7.15999984741211|6.19999980926514|7.94000005722046|NA|1.07794791584413|NA|8.56999969482422|AA
VIAV|JDS Uniphase Corporation|12/31/2007|2919.7519792|55|Technology|5510|Electronic Components and Manufacturing|551010|Electronic Components|55101020|Optoelectronics Electronic Components|5510102010|Optoelectronics Electronic Components|551010201010|Optoelectronics Electronic Components|3.47000002861023|2.85999989509583|2.78999996185303|1468.3|6.59801606046292|11.4459203036053|1.17999994754791|CCC
JNJ|Johnson & Johnson|12/31/2007|189442.8741|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|7.71000003814697|7.59000015258789|6.46000003814697|61095|20.9897962689387|14.5731753056785|8.11999988555908|AA
247680|Johnson Controls, Inc.|12/31/2007|21399.47425984|20|Consumer Cyclicals|2020|Consumer Vehicles and Parts|202010|Consumer Vehicles and Parts|20201010|Consumer Vehicle Parts Manufacturing|2020101010|Automobile Comfort/Safety/Electronics Parts Makers|202010101015|Auto Interior Comfort/Safety/Electronics Products|6.98000001907349|9.36999988555908|9.17000007629395|35898|57.7837137355093|9.05611082419419|8.81999969482422|AAA
JNY|Jones Apparel Group Inc.|12/31/2007|1363.947|20|Consumer Cyclicals|2010|Consumer Goods|201010|Apparel and Accessory Products|20101015|Apparel and Footwear Production|2010101515|Apparel Production|201010151545|Premium Wear Production|4.07999992370605|5.92000007629395|4.90999984741211|4018.2|37.9911154985192|-12.2548805520374|2.51999998092651|B
JPM|JPMorgan Chase & Co.|12/31/2007|146986.2545931|30|Finance|3010|Banking|301010|International Banks|30101025|Multinational Banks|3010102510|Multinational Banks|301010251010|Multinational Banks|5.3600001335144|6.94000005722046|4.32999992370605|117521|33.5008551881414|15.1139669510535|4.28999996185303|BBB
JNPR|Juniper Networks, Inc.|12/31/2007|17357.458|55|Technology|5515|Hardware|551515|Communications Equipment|55151535|Wide Area Networking Equipment|5515153530|Other Wide Area Networking Equipment|551515353010|Other Wide Area Networking (WAN) Equipment|4.21999979019165|4.40999984741211|5.75|2836.106|4.89702578801509|23.1173217339967|4.28999996185303|BBB
KBH|KB Home|12/31/2007|1670.1529536|30|Finance|3025|Real Estate|302510|Home Builders and Manufactured Buildings|30251010|Home Builders|3025101010|Home Builders|302510101010|Home Builders|4.46000003814697|4.38000011444092|4.80999994277954|6794.922|83.1457782615456|-33.5360498930402|4.28999996185303|BBB
K|Kellogg Company|12/31/2007|20450.38132263|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151515|Food Production|5015151530|Other Food Production|501515153010|Bread and Cereal Product Manufacturing|4.6399998664856|5.61999988555908|5.92999982833862|11776|29.44|7.97033016402761|2.92000007629395|BB
KEY|KeyCorp|12/31/2007|9117.19287185|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201010|Other United States Commercial Banks|301020101010|Other United States Commercial Banks|4.82999992370605|3.6800000667572|5.42000007629395|7702|19.2434497237402|0.745585349901897|3.22000002861023|BB
KMB|Kimberly-Clark Corporation|12/31/2007|29186.66214|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202025|General Personal Care and Cleaning Products Makers|5020202510|General Personal Care and Cleaning Products Makers|502020251010|General Personal Care and Cleaning Products Makers|5.90000009536743|6.23999977111816|5.80999994277954|18266|40.991921005386|9.07093253079676|6.32000017166138|A
KIM|Kimco Realty Corporation|12/31/2007|9202.0497296|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151050|Retail Equity REITs|3.91000008583069|4.88000011444092|4.03000020980835|737.344|2.86471146589486|15.8467953532072|1.38999998569489|CCC
KG|King Pharmaceuticals|12/31/2007|2518.40214016|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|4.98999977111816|4.15000009536743|3.66000008583069|2136.882|8.75307133232797|7.46200653759117|2.02999997138977|B
KLAC|KLA-Tencor Corporation|12/31/2007|8671.23501776|55|Technology|5510|Electronic Components and Manufacturing|551030|Semiconductor Equipment and Services|55103010|Semiconductor Manufacturing Capital Equipment|5510301020|Semiconductor Process Control Equipment|551030102020|Test, Measurement and Metrology Equipment Makers|5.88000011444092|6.17000007629395|5.67000007629395|2781.399|13.4828440584756|16.9233763602321|4.17999982833862|BB
KSS|Kohl's Corporation|12/31/2007|16063.7088|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101510|Department Stores|5010151025|United States Department Stores|501015102510|United States Department Stores|2.25999999046326|4.94000005722046|5.65000009536743|16417.169|46.4322895352345|11.0239109783644|3.69000005722046|BB
MDLZ|Kraft Foods Inc.|12/31/2007|50047.1637406|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151515|Food Production|5015151520|General Food Manufacturing and Processing|501515152010|General Food Manufacturing and Processing|6.23999977111816|7|7.1399998664856|37241|23.3632371392723|8.39736872744208|6.90999984741211|A
KR|Kroger Co.|12/31/2007|17975.83|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501010|Food and Beverage Retail|50101020|Grocery Stores|5010102020|Supermarkets|501010202025|United States Supermarkets|3.48000001907349|5.15000009536743|4.28999996185303|69859|45.7199170124481|9.20246357781529|4.28999996185303|BBB
LLL|L-3 Communications Holdings Inc.|12/31/2007|13155.0809605|55|Technology|5515|Hardware|551520|Computer Hardware and Storage|55152025|General Computer Hardware|5515202515|Diversified Technology Hardware|551520251510|Diversified Technology Hardware|NA|NA|NA|13960.5|112.426170119426|11.8907741506304|NA|@NA
LH|Laboratory Corporation of America Holdings|12/31/2007|8383.83|35|Healthcare|3515|Healthcare Services|351515|Patient Care|35151515|Ambulatory and Outpatient Diagnostic Patient Care|3515151510|Clinical Laboratory Patient Diagnostics|351515151010|General Clinical Laboratories|4.46000003814697|6.40000009536743|6.21000003814697|4068.2|33.5383347073372|13.2982426824853|4.82000017166138|BBB
LM|Legg Mason, Inc.|12/31/2007|9710.6939545|30|Finance|3020|Investment Services|302010|Investment Services|30201010|Asset Management and Financial Advisory Services|3020101025|Institutional and High-Net Advisory Services|302010102510|Diverse Institutional/High-Net Advisory Finance|3.97000002861023|4.67000007629395|5.05999994277954|4706.76|30.0837685094123|10.6424571353214|3.79999995231628|BB
LEG|Leggett & Platt, Incorporated|12/31/2007|2942.571412|45|Non-Energy Materials|4520|Manufactured Products|452020|Other Materials|45202015|Diversified Materials|4520201510|Diversified Materials|452020151010|Diversified Materials|4.01999998092651|5|5.11999988555908|4306.4|23.9473596729155|-21.7786173575035|1.21000003814697|CCC
LEHMQ|Lehman Brothers Holdings Inc.|12/31/2007|34806.71269936|30|Finance|3020|Investment Services|302010|Investment Services|30201015|Investment Banking and Corporate Finance|3020101515|Other Investment Banking and Corporate Finance|302010151515|Bulge Bracket Investment Banking|6.21999979019165|6.21000003814697|5.59000015258789|55249|103.823684673588|18.2834143312852|6.88000011444092|A
LEN|Lennar Corporation Class A|12/31/2007|2860.37843|30|Finance|3025|Real Estate|302510|Home Builders and Manufactured Buildings|30251010|Home Builders|3025101010|Home Builders|302510101010|Home Builders|2.86999988555908|3.75|4.07999992370605|10186.781|64.5885758125262|-37.376328345668|2.14000010490417|B
LUK|Leucadia National Corporation|12/31/2007|10483.256124|45|Non-Energy Materials|4520|Manufactured Products|452020|Other Materials|45202015|Diversified Materials|4520201510|Diversified Materials|452020151010|Diversified Materials|3.50999999046326|4.5|4.44000005722046|1112.875|4.67905375170997|24.3671982387716|2.07999992370605|B
LXK|Lexmark International, Inc. Class A|12/31/2007|3301.242|55|Technology|5515|Hardware|551520|Computer Hardware and Storage|55152010|Computer Peripherals|5515201035|Printing and Imaging Peripherals|551520103510|Printing and Imaging Peripherals|6.19000005722046|5.38000011444092|5.05999994277954|4973.9|51.919624217119|-2.62719993735441|4.84999990463257|BBB
LB|Limited Brands Inc.|12/31/2007|6739.08|20|Consumer Cyclicals|2025|Consumer Retail|202510|Apparel and Accessories Retail|20251020|Apparel Retail|2025102015|Other Apparel Retail|202510201525|Women's Wear Stores|4.69000005722046|4.80000019073486|4.76999998092651|10883|26.4789081885856|6.82482328948015|4.28999996185303|BBB
LNC|Lincoln National Corporation|12/31/2007|15383.66290066|30|Finance|3015|Insurance|301510|Insurance|30151030|Diversified Insurance|3015103010|Diversified Insurance|301510301010|Diversified Insurance|4.51000022888184|4.92000007629395|5.17000007629395|10751|39.2361596299734|18.3248954435395|5|BBB
LLTC|Linear Technology Corporation|12/31/2007|7129.18791|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102010|Analog and Mixed Signal Semiconductors|5510201010|General Analog and Mixed Signal Semiconductors|551020101010|General Analog and Mixed Signal Semiconductors|5.6100001335144|5|5.78000020980835|1093.316|3.65144833724411|-3.39922317607184|3.53999996185303|BB
KATE|Liz Claiborne Inc.|12/31/2007|1928.00289495|20|Consumer Cyclicals|2010|Consumer Goods|201010|Apparel and Accessory Products|20101015|Apparel and Footwear Production|2010101515|Apparel Production|201010151545|Premium Wear Production|4.48999977111816|7.32999992370605|8.51000022888184|4754.644|45.8642384769539|-4.79893350803852|8.57999992370605|AAA
LMT|Lockheed Martin Corporation|12/31/2007|43051.34|40|Industrials|4010|Industrial Manufacturing|401010|Aerospace and Defense Manufacturing|40101015|Defense Manufacturing|4010101510|Other Defense Manufacturing|401010151020|Defense Contractors|6.11999988555908|5.17000007629395|6.05999994277954|41862|98.0145165066729|5.65875820292781|4.21000003814697|BB
L|Loews Corporation|12/31/2007|32124.10699146|30|Finance|3015|Insurance|301510|Insurance|30151030|Diversified Insurance|3015103010|Diversified Insurance|301510301010|Diversified Insurance|2.57999992370605|4.09999990463257|3.9300000667572|18763|29.1093286997533|5.69870545421769|2.69000005722046|B
LOW|Lowe's Companies, Inc.|12/31/2007|33251.4|20|Consumer Cyclicals|2025|Consumer Retail|202520|Home Improvement Retail|20252010|Building Materials and Garden Supply Stores|2025201010|Building Materials and Supplies Stores|202520101015|Home Centers and Hardware Stores|4.67999982833862|5|4.38000011444092|48309|29.9661558109834|2.07061209829069|4.28999996185303|BBB
LSI.1|LSI Corporation|12/31/2007|3613.95945|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102020|General Semiconductors|5510202010|Diversified Semiconductors|551020201010|Diversified Semiconductors|5.90000009536743|4.67000007629395|5.17000007629395|2603.643|4.05663711023133|31.3546213501716|3.61999988555908|BB
MTB|M&T Bank Corporation|12/31/2007|NA|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201015|United States East and South Commercial Banks|301020101520|United States Northeast Commercial Banks|4.96000003814697|4.76999998092651|5.86999988555908|NA|NA|NA|4.28999996185303|BBB
M|Macy's Inc|12/31/2007|11215.36936|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101510|Department Stores|5010151025|United States Department Stores|501015102510|United States Department Stores|3.20000004768372|5.59000015258789|6.07999992370605|26878|49.2422859229505|-1.84062522825214|4.67999982833862|BBB
MTW|Manitowoc Company, Inc.|12/31/2007|6342.07624122|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102025|Natural Resource and Construction Machinery Makers|4010202530|Natural Resource/Construction Machinery Products|401020253010|Natural Resource/Construction Machinery Products|NA|NA|NA|4005|125.657489873512|36.5309879320924|NA|@NA
MRO|Marathon Oil Corporation|12/31/2007|43514.9|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101520|Other Fossil Fuel Exploration and Production|2510152025|Multinational Fossil Fuel Exploration/Production|251015202510|Multinational Fossil Fuel Exploration/Production|5.21000003814697|5.42000007629395|5.6100001335144|59621|85.7856115107914|-0.270980044494254|5.3899998664856|BBB
MAR|Marriott International, Inc. Class A|12/31/2007|12205.678|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101010|Accommodation Providers|1510101025|Hotels, Motels and Resorts|151010102515|Full Service Hotels and Resorts|5.53999996185303|6.15999984741211|5.40000009536743|12984|32.3256662752786|8.24510212588579|5.96000003814697|A
MMC|Marsh & McLennan Companies, Inc.|12/31/2007|13774.77735174|30|Finance|3015|Insurance|301510|Insurance|30151030|Diversified Insurance|3015103010|Diversified Insurance|301510301010|Diversified Insurance|7.82000017166138|4.8899998664856|5.19999980926514|11350|20.7875457875458|-4.78986662192769|7.21000003814697|AA
MI.I|Marshall & Ilsley|12/31/2007|6977.12895464|30|Finance|3010|Banking|301020|United States Banks|30102015|United States Savings Institutions|3010201520|Diversified United States Savings Institutions|301020152010|Diversified United States Savings Institutions|4.88000011444092|4.67999982833862|5.98999977111816|4929.222|16.5670897996083|-4.61590619225619|4.28999996185303|BBB
MAS|Masco Corporation|12/31/2007|7755.829|50|Consumer Non-Cyclicals|5020|Household Products|502015|Household Products|50201515|Diversified Household Products Makers|5020151510|Diversified Household Products Makers|502015151010|Diversified Household Products Makers|6.40999984741211|7.5|8.32999992370605|11786|31.5549597855228|-8.03682896379526|8.65999984741211|AAA
MAT|Mattel, Inc.|12/31/2007|6881.056|20|Consumer Cyclicals|2010|Consumer Goods|201015|Leisure Goods Products|20101510|Other Leisure Goods|2010151035|Toy, Game, Hobby and Musical Instrument Products|201015103510|Toy, Game, Hobby and Musical Instrument Products|5.32999992370605|7|5.71999979019165|5970.09|15.2839390494916|5.66239233040647|7.71999979019165|AA
MBI|MBIA Inc.|12/31/2007|2335.68220437|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201030|Financial Guaranty Commercial Insurance|4.30999994277954|4.94999980926514|4.53999996185303|2756.249|24.6499867072268|1.09625981298881|4.51999998092651|BBB
MKC|McCormick & Company, Incorporated|12/31/2007|4844.898|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151515|Food Production|5015151530|Other Food Production|501515153035|Spices and Extracts Manufacturing|4.94999980926514|5.82999992370605|6.46000003814697|2916.199|21.9758854559156|7.35528640848181|4.07999992370605|BB
MCD|McDonald's Corporation|12/31/2007|68647.823|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101025|Restaurants and Bars|1510102515|Limited-Service and Fast Food Restaurants|151010251515|Burger Restaurants|6.92999982833862|6.90999984741211|5.69999980926514|23129.1|18.8039280409308|6.96378443623315|6.90000009536743|A
SPGI|McGraw Hill Financial, Inc.|12/31/2007|14122.92657126|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151020|Print Media and Publishing Services|1515102020|Publishing|151510202025|Mixed Print Media|4.88000011444092|5.09999990463257|8.22999954223633|6772.281|19.6420406920255|8.26749146062005|7.1399998664856|A
MCK|McKesson Corporation|12/31/2007|18932.39|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151020|Healthcare Distributors|3515102020|Other Pharmaceuticals Distributors|351510202010|Other Pharmaceuticals Distributors|6.01999998092651|6|6.42000007629395|99637|304.84262295082|8.77758005174842|5.69000005722046|BBB
MWV|MeadWestvaco Corporation|12/31/2007|5441.1665218|45|Non-Energy Materials|4520|Manufactured Products|452015|Containers and Packaging|45201520|Paper Packaging Products|4520152020|Other Paper Packaging Products Manufacturing|452015202010|Other Paper Packaging Products Manufacturing|NA|NA|NA|6906|37.6143790849673|5.75803981623277|NA|@NA
MHS|Medco Health Solutions|12/31/2007|27172.1218002|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151015|Healthcare Administrative Support Services|3515101520|Other Healthcare Administrative Services|351510152015|Pharmacy Benefit Management (PBM)|3.23000001907349|5.40000009536743|5.53999996185303|44506.2|79.3478338384739|4.61314980396579|1.87999999523163|B
MDT|Medtronic plc|12/31/2007|56838.21415602|35|Healthcare|3520|Healthcare Equipment|352015|General Medical Devices|35201515|Diversified Medical Devices and Instruments|3520151510|Diversified Medical Devices and Instruments|352015151010|Diversified Medical Devices and Instruments|NA|NA|NA|12579|10.5861594078155|6.52766721430869|NA|@NA
SUNEQ|Memc Electronic Materials Inc.|12/31/2007|20290.757|55|Technology|5510|Electronic Components and Manufacturing|551030|Semiconductor Equipment and Services|55103010|Semiconductor Manufacturing Capital Equipment|5510301015|Semiconductor Front End Processing Equipment|551030101525|Wafer Blank Makers and Equipment Manufacturing|6.38000011444092|6.32999992370605|6.6100001335144|1921.8|8.27292294446836|24.7449019332928|5.34000015258789|BBB
MRK|Merck & Co., Inc.|12/31/2007|126244.14258924|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|6.65000009536743|3.8199999332428|3.01999998092651|24197.7|11.0345660996853|6.89918713553633|2.21000003814697|B
MDP|Meredith Corporation|12/31/2007|2591.73949644|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151020|Print Media and Publishing Services|1515102020|Publishing|151510202015|General Publishing|1.35000002384186|4.05000019073486|4.46000003814697|1639.042|32.9067565366132|1.56772174999366|3.04999995231628|BB
MER|Merrill Lynch & Co. Inc.|12/31/2007|50246.6019704|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|NA|NA|NA|69906|73.5163776493256|2.83318623124448|NA|@NA
MET|MetLife, Inc.|12/31/2007|44934.7483728|30|Finance|3015|Insurance|301510|Insurance|30151010|Insurance Brokerage|3015101010|Insurance Brokerage|301510101010|Insurance Brokerage|3.23000001907349|5.15999984741211|5.82999992370605|52161|60.2534030995212|9.49681969897349|4.59999990463257|BBB
MTG|MGIC Investment Corporation|12/31/2007|1834.62113955|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102015|Personal Insurance|301510201520|Mortgage Guaranty Insurance|4.8600001335144|4.67999982833862|6.57999992370605|1693.206|20.8281792014171|15.2492327295226|4.67000007629395|BBB
MCHP|Microchip Technology Incorporated|12/31/2007|5938.81321896|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102030|Processor Semiconductors|5510203030|Other Processor Semiconductors|551020303010|Other Processor Semiconductors|5.59000015258789|5.09999990463257|5.09000015258789|1033.495|4.70763149315366|0.469345278890056|3.25|BB
MU|Micron Technology, Inc.|12/31/2007|5513.625|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102025|Memory Semiconductors|5510202520|Volatile Memory Semiconductors|551020252010|Volatile Memory Semiconductors|6.57999992370605|4.67000007629395|7.1100001335144|5693|7.46066831361331|4.64688798205949|5.38000011444092|BBB
MSFT|Microsoft Corporation|12/31/2007|332112.4|55|Technology|5520|Software and Consulting|552015|Software|55201540|General and Mixed-Type Software|5520154010|General and Mixed-Type Software|552015401010|General and Mixed-Type Software|6.76999998092651|7.48000001907349|7.67000007629395|57898|5.15415739429496|25.7094469895998|7.5|AA
MIL.2|Millipore Corp|12/31/2007|4008.21496|35|Healthcare|3520|Healthcare Equipment|352015|General Medical Devices|35201515|Diversified Medical Devices and Instruments|3520151510|Diversified Medical Devices and Instruments|352015151010|Diversified Medical Devices and Instruments|3.01999998092651|4.84999990463257|4.40999984741211|1531.555|27.8322853819874|22.0001895853895|2.63000011444092|B
MOLX|Molex Incorporated|12/31/2007|4921.0955157|55|Technology|5510|Electronic Components and Manufacturing|551010|Electronic Components|55101010|Interconnect Electronic Components|5510101015|Electronic Interconnect Components|551010101510|Electronic Interconnect Components|2.78999996185303|3.09999990463257|3.70000004768372|3233.032|17.5996227736912|1.95179143890932|0.870000004768372|CCC
TAP|Molson Coors Brewing Company Class B|12/31/2007|9330.44255302|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151510|Beverages Production|5015151010|Alcoholic Beverage Production|501515101010|Breweries|5.44000005722046|6.5|5.5|6190.592|34.1197881358268|5.91288087137947|6.26999998092651|A
MON|Monsanto Company|12/31/2007|61119.88593804|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501510|Agriculture|50151025|Agricultural Support Activity Providers|5015102510|Other Agricultural Support Activity Providers|501510251025|Other Agricultural Support Activity Providers|3.70000004768372|1.62999999523163|3.77999997138977|9130|15.4288288288288|22.091468307034|1.36000001430511|CCC
MWW|Monster Worldwide, Inc.|12/31/2007|4010.31|55|Technology|5520|Software and Consulting|552010|Internet and Data Services|55201010|Consumer Data and Services|5520101010|Information and News Content Providers and Sites|552010101015|Career Classifieds and Directories Media and Sites|0.180000007152557|3.3199999332428|4.98999977111816|1351.309|10.3346640663837|21.011734827291|2.85999989509583|BB
MCO|Moody's Corporation|12/31/2007|8975.2244022|10|Business Services|1010|Business Services|101015|Other Professional Services|10101510|Administrative Services|1010151030|Other Business Administrative Services|101015103010|Credit and Information Bureaus|4.6100001335144|4.84000015258789|4.90000009536743|2259|8.2990448199853|10.8929360365225|3.00999999046326|BB
MS|Morgan Stanley|12/31/2007|56099.54378949|30|Finance|3020|Investment Services|302010|Investment Services|30201030|Diversified Investment|3020103010|Diversified Investment|302010301010|Diversified Investment|5|6|4.88000011444092|88306|80.8933320012776|NA|5.42000007629395|BBB
MSI|Motorola Inc.|12/31/2007|36300.124|55|Technology|5515|Hardware|551515|Communications Equipment|55151545|Wireless Mobile Equipment|5515154520|Other Mobile Equipment|551515452010|Other Mobile Equipment|7.80999994277954|7.84000015258789|8.52000045776367|36622|110.846199302581|-14.4805361604745|9.31999969482422|AAA
MUR|Murphy Oil Corporation|12/31/2007|16095.34840116|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151010|Other Americas Fossil Fuel Exploration/Production|251015101030|Pan-Americas Fossil Fuel Exploration/Production|3|5.5|4.55999994277954|18423.771|96.3885108384823|29.0241030300802|2.09999990463257|B
MYL|Mylan Inc.|12/31/2007|4279.51484802|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|NA|NA|NA|NA|11.2969372122497|NA|NA|@NA
NBR|Nabors Industries Ltd.|12/31/2007|7651.01304|25|Energy|2510|Upstream Energy|251020|Support Activities for Oil and Gas Operations|25102015|Oil and Gas Field Support Activities|2510201515|Oil and Gas Well Drilling|251020151520|Onshore Oil and Gas Well Drilling|4.25|2.17000007629395|3.25999999046326|4991.567|17.2321863464128|3.55600081491036|1.41999995708466|CCC
NCC|National City Corp.|12/31/2007|10434.7465512|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201020|United States Midwest and West Commercial Banks|301020102010|United States Midwest Commercial Banks|4.84000015258789|4.94000005722046|5.46999979019165|11794.763|19.232371709385|-8.93992438812304|3.76999998092651|BB
NOV|National Oilwell Varco, Inc.|12/31/2007|26215.48640308|25|Energy|2510|Upstream Energy|251020|Support Activities for Oil and Gas Operations|25102015|Oil and Gas Field Support Activities|2510201510|Oil and Gas Field Equipment Manufacturing|251020151010|Diverse Oil and Gas Field Equipment Manufacturing|3.07999992370605|3.5|4|9789|27.5436128306134|39.3293290443793|1.29999995231628|CCC
NSM.2|National Semiconductor Corp|12/31/2007|5770.66006368|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102010|Analog and Mixed Signal Semiconductors|5510201010|General Analog and Mixed Signal Semiconductors|551020101010|General Analog and Mixed Signal Semiconductors|6.3899998664856|6.67000007629395|6.44000005722046|1857.4|5.77468581687612|-14.1404335968197|5.36999988555908|BBB
NTAP|Network Appliance Inc.|12/31/2007|8660.02176|55|Technology|5515|Hardware|551520|Computer Hardware and Storage|55152020|Data Storage Hardware|5515202020|Information and Disk Storage Systems|551520202010|Disk Storage Systems|2.35999989509583|4.76000022888184|4.25|3011.904|7.21908385548868|25.0373733343906|1.42999994754791|B
NYT|New York Times Company Class A|12/31/2007|2519.54838659|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151020|Print Media and Publishing Services|1515102020|Publishing|151510202030|Newspapers|6.17000007629395|5|6.03999996185303|3195.077|22.1637162002803|-4.93583844421059|6.19000005722046|A
NWL|Newell Brands Inc|12/31/2007|7160.996|50|Consumer Non-Cyclicals|5020|Household Products|502015|Household Products|50201515|Diversified Household Products Makers|5020151510|Diversified Household Products Makers|502015151010|Diversified Household Products Makers|2.53999996185303|4.17000007629395|5.51999998092651|6407.3|22.395316322964|0.0218548525577784|0|CCC
NEM|Newmont Mining Corporation|12/31/2007|22105.14568|45|Non-Energy Materials|4515|Mining and Mineral Products|451525|Metal Ore Mining|45152520|Precious Metal Mining|4515252020|Other Gold Mining|451525202015|Multinational Gold Ore Mining|4.26999998092651|5.32999992370605|4.28000020980835|5598|12.3030973451327|11.5139442231076|4.5|BBB
FOXA|News Corp. Cl A|12/31/2007|64069.06218453|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|0.660000026226044|1.51999998092651|4.21000003814697|30554|9.01667715544368|14.2718228738126|1.58000004291534|B
GAS.2|Nicor Inc|12/31/2007|1911.25079915|65|Utilities|6510|Utilities|651010|Energy Utilities|65101015|Natural Gas Utilities|6510101515|United States Natural Gas Utilities|651010151510|United States Midwest Natural Gas Utilities|4.23999977111816|4.44000005722046|3.61999988555908|3176.3|70.1169977924945|7.30743243243244|3.14000010490417|BB
NKE|NIKE, Inc. Class B|12/31/2007|31940.128|20|Consumer Cyclicals|2010|Consumer Goods|201010|Apparel and Accessory Products|20101015|Apparel and Footwear Production|2010101520|Footwear Production|201010152010|Athletic Footwear Production|8.0600004196167|8.17000007629395|9.52000045776367|17304.7|8.00446165914885|10.6863246769861|10|AAA
NI|NiSource Inc|12/31/2007|5179.19884528|65|Utilities|6510|Utilities|651010|Energy Utilities|65101015|Natural Gas Utilities|6510101515|United States Natural Gas Utilities|651010151515|United States Natural Gas Utilities|5.55999994277954|7.26999998092651|5|7939.8|28.9061618276145|5.99967958987503|5.42000007629395|BBB
NE|Noble Corp.|12/31/2007|15157.28173|25|Energy|2510|Upstream Energy|251020|Support Activities for Oil and Gas Operations|25102015|Oil and Gas Field Support Activities|2510201515|Oil and Gas Well Drilling|251020151510|Offshore Oil and Gas Well Drilling|6.42999982833862|6|6.82000017166138|2995.311|11.1213418482902|42.6176258987667|8.6899995803833|AAA
